specification,record,subject_id,lead,tau_s,baseline_cv_r2
stb_fixed_180s,s20261,s2026,0,180.0,
stb_fixed_180s,s20261,s2026,1,180.0,
stb_fixed_180s,s20271,s2027,0,180.0,
stb_fixed_180s,s20271,s2027,1,180.0,
stb_fixed_180s,s20272,s2027,0,180.0,
stb_fixed_180s,s20272,s2027,1,180.0,
stb_fixed_180s,s20273,s2027,0,180.0,
stb_fixed_180s,s20273,s2027,1,180.0,
stb_fixed_180s,s20274,s2027,0,180.0,
stb_fixed_180s,s20274,s2027,1,180.0,
stb_fixed_180s,s20281,s2028,0,180.0,
stb_fixed_180s,s20301,s2030,0,180.0,
stb_fixed_180s,s20311,s2031,0,180.0,
stb_fixed_180s,s20311,s2031,1,180.0,
stb_fixed_180s,s20331,s2033,0,180.0,
stb_fixed_180s,s20341,s2034,0,180.0,
stb_fixed_180s,s20351,s2035,0,180.0,
stb_fixed_180s,s20351,s2035,1,180.0,
stb_fixed_180s,s20361,s2036,0,180.0,
stb_fixed_180s,s20361,s2036,1,180.0,
stb_fixed_180s,s20371,s2037,0,180.0,
stb_fixed_180s,s20381,s2038,0,180.0,
stb_fixed_180s,s20381,s2038,1,180.0,
stb_fixed_180s,s20391,s2039,0,180.0,
stb_fixed_180s,s20391,s2039,1,180.0,
stb_fixed_180s,s20401,s2040,0,180.0,
stb_fixed_180s,s20401,s2040,1,180.0,
stb_fixed_180s,s20411,s2041,0,180.0,
stb_fixed_180s,s20411,s2041,1,180.0,
stb_fixed_180s,s20421,s2042,1,180.0,
stb_fixed_180s,s20431,s2043,0,180.0,
stb_fixed_180s,s20431,s2043,1,180.0,
stb_fixed_180s,s20441,s2044,0,180.0,
stb_fixed_180s,s20441,s2044,1,180.0,
stb_fixed_180s,s20451,s2045,0,180.0,
stb_fixed_180s,s20451,s2045,1,180.0,
stb_fixed_180s,s20461,s2046,0,180.0,
stb_fixed_180s,s20461,s2046,1,180.0,
stb_fixed_180s,s20481,s2048,0,180.0,
stb_fixed_180s,s20491,s2049,0,180.0,
stb_fixed_180s,s20511,s2051,0,180.0,
stb_fixed_180s,s20521,s2052,0,180.0,
stb_fixed_180s,s20541,s2054,0,180.0,
stb_fixed_180s,s20541,s2054,1,180.0,
stb_fixed_180s,s20551,s2055,0,180.0,
stb_fixed_180s,s20551,s2055,1,180.0,
stb_fixed_180s,s20561,s2056,0,180.0,
stb_fixed_180s,s20571,s2057,0,180.0,
stb_fixed_180s,s20591,s2059,0,180.0,
stb_fixed_180s,s20601,s2060,1,180.0,
stb_fixed_180s,s20611,s2061,1,180.0,
stb_fixed_180s,s20621,s2062,0,180.0,
stb_fixed_180s,s20621,s2062,1,180.0,
stb_fixed_180s,s20631,s2063,0,180.0,
stb_fixed_180s,s20641,s2064,0,180.0,
stb_fixed_180s,s20641,s2064,1,180.0,
stb_fixed_180s,s20651,s2065,0,180.0,
stb_fixed_180s,s30661,s3066,0,180.0,
stb_fixed_180s,s30661,s3066,1,180.0,
stb_fixed_180s,s30661,s3066,2,180.0,
stb_fixed_180s,s30671,s3067,0,180.0,
stb_fixed_180s,s30671,s3067,1,180.0,
stb_fixed_180s,s30681,s3068,0,180.0,
stb_fixed_180s,s30681,s3068,1,180.0,
stb_fixed_180s,s30681,s3068,2,180.0,
stb_fixed_180s,s30691,s3069,1,180.0,
stb_fixed_180s,s30691,s3069,2,180.0,
stb_fixed_180s,s30701,s3070,1,180.0,
stb_fixed_180s,s30701,s3070,2,180.0,
stb_fixed_180s,s30711,s3071,0,180.0,
stb_fixed_180s,s30711,s3071,1,180.0,
stb_fixed_180s,s30711,s3071,2,180.0,
stb_fixed_180s,s30721,s3072,0,180.0,
stb_fixed_180s,s30731,s3073,1,180.0,
stb_fixed_180s,s30731,s3073,2,180.0,
stb_fixed_180s,s30732,s3073,1,180.0,
stb_fixed_180s,s30732,s3073,2,180.0,
stb_fixed_180s,s30741,s3074,0,180.0,
stb_fixed_180s,s30741,s3074,1,180.0,
stb_fixed_180s,s30741,s3074,2,180.0,
stb_fixed_180s,s30742,s3074,0,180.0,
stb_fixed_180s,s30742,s3074,1,180.0,
stb_fixed_180s,s30742,s3074,2,180.0,
stb_fixed_180s,s30751,s3075,0,180.0,
stb_fixed_180s,s30751,s3075,1,180.0,
stb_fixed_180s,s30751,s3075,2,180.0,
stb_fixed_180s,s30761,s3076,1,180.0,
stb_fixed_180s,s30761,s3076,2,180.0,
stb_fixed_180s,s30771,s3077,1,180.0,
stb_fixed_180s,s30771,s3077,2,180.0,
stb_fixed_180s,s30781,s3078,0,180.0,
stb_fixed_180s,s30781,s3078,1,180.0,
stb_fixed_180s,s30781,s3078,2,180.0,
stb_fixed_180s,s30791,s3079,1,180.0,
stb_fixed_180s,s30791,s3079,2,180.0,
stb_fixed_180s,s30801,s3080,2,180.0,
stb_fixed_30s,s20011,s2001,0,30.0,
stb_fixed_30s,s20011,s2001,1,30.0,
stb_fixed_30s,s20021,s2002,0,30.0,
stb_fixed_30s,s20021,s2002,1,30.0,
stb_fixed_30s,s20031,s2003,0,30.0,
stb_fixed_30s,s20031,s2003,1,30.0,
stb_fixed_30s,s20041,s2004,0,30.0,
stb_fixed_30s,s20041,s2004,1,30.0,
stb_fixed_30s,s20061,s2006,0,30.0,
stb_fixed_30s,s20071,s2007,0,30.0,
stb_fixed_30s,s20071,s2007,1,30.0,
stb_fixed_30s,s20081,s2008,0,30.0,
stb_fixed_30s,s20081,s2008,1,30.0,
stb_fixed_30s,s20091,s2009,0,30.0,
stb_fixed_30s,s20091,s2009,1,30.0,
stb_fixed_30s,s20101,s2010,0,30.0,
stb_fixed_30s,s20101,s2010,1,30.0,
stb_fixed_30s,s20111,s2011,0,30.0,
stb_fixed_30s,s20121,s2012,0,30.0,
stb_fixed_30s,s20131,s2013,0,30.0,
stb_fixed_30s,s20141,s2014,0,30.0,
stb_fixed_30s,s20141,s2014,1,30.0,
stb_fixed_30s,s20151,s2015,0,30.0,
stb_fixed_30s,s20151,s2015,1,30.0,
stb_fixed_30s,s20161,s2016,0,30.0,
stb_fixed_30s,s20161,s2016,1,30.0,
stb_fixed_30s,s20171,s2017,0,30.0,
stb_fixed_30s,s20171,s2017,1,30.0,
stb_fixed_30s,s20181,s2018,1,30.0,
stb_fixed_30s,s20191,s2019,0,30.0,
stb_fixed_30s,s20191,s2019,1,30.0,
stb_fixed_30s,s20201,s2020,0,30.0,
stb_fixed_30s,s20211,s2021,0,30.0,
stb_fixed_30s,s20211,s2021,1,30.0,
stb_fixed_30s,s20221,s2022,0,30.0,
stb_fixed_30s,s20231,s2023,0,30.0,
stb_fixed_30s,s20231,s2023,1,30.0,
stb_fixed_30s,s20241,s2024,0,30.0,
stb_fixed_30s,s20241,s2024,1,30.0,
stb_fixed_30s,s20251,s2025,1,30.0,
stb_fixed_30s,s20261,s2026,0,30.0,
stb_fixed_30s,s20261,s2026,1,30.0,
stb_fixed_30s,s20271,s2027,0,30.0,
stb_fixed_30s,s20271,s2027,1,30.0,
stb_fixed_30s,s20272,s2027,0,30.0,
stb_fixed_30s,s20272,s2027,1,30.0,
stb_fixed_30s,s20273,s2027,0,30.0,
stb_fixed_30s,s20273,s2027,1,30.0,
stb_fixed_30s,s20274,s2027,0,30.0,
stb_fixed_30s,s20274,s2027,1,30.0,
stb_fixed_30s,s20281,s2028,0,30.0,
stb_fixed_30s,s20291,s2029,0,30.0,
stb_fixed_30s,s20291,s2029,1,30.0,
stb_fixed_30s,s20301,s2030,0,30.0,
stb_fixed_30s,s20311,s2031,0,30.0,
stb_fixed_30s,s20311,s2031,1,30.0,
stb_fixed_30s,s20321,s2032,1,30.0,
stb_fixed_30s,s20331,s2033,0,30.0,
stb_fixed_30s,s20341,s2034,0,30.0,
stb_fixed_30s,s20351,s2035,0,30.0,
stb_fixed_30s,s20351,s2035,1,30.0,
stb_fixed_30s,s20361,s2036,0,30.0,
stb_fixed_30s,s20361,s2036,1,30.0,
stb_fixed_30s,s20371,s2037,0,30.0,
stb_fixed_30s,s20371,s2037,1,30.0,
stb_fixed_30s,s20381,s2038,0,30.0,
stb_fixed_30s,s20381,s2038,1,30.0,
stb_fixed_30s,s20391,s2039,0,30.0,
stb_fixed_30s,s20391,s2039,1,30.0,
stb_fixed_30s,s20401,s2040,0,30.0,
stb_fixed_30s,s20401,s2040,1,30.0,
stb_fixed_30s,s20411,s2041,0,30.0,
stb_fixed_30s,s20411,s2041,1,30.0,
stb_fixed_30s,s20421,s2042,1,30.0,
stb_fixed_30s,s20431,s2043,0,30.0,
stb_fixed_30s,s20431,s2043,1,30.0,
stb_fixed_30s,s20441,s2044,0,30.0,
stb_fixed_30s,s20441,s2044,1,30.0,
stb_fixed_30s,s20451,s2045,0,30.0,
stb_fixed_30s,s20451,s2045,1,30.0,
stb_fixed_30s,s20461,s2046,0,30.0,
stb_fixed_30s,s20461,s2046,1,30.0,
stb_fixed_30s,s20471,s2047,1,30.0,
stb_fixed_30s,s20481,s2048,0,30.0,
stb_fixed_30s,s20491,s2049,0,30.0,
stb_fixed_30s,s20511,s2051,0,30.0,
stb_fixed_30s,s20511,s2051,1,30.0,
stb_fixed_30s,s20521,s2052,0,30.0,
stb_fixed_30s,s20541,s2054,0,30.0,
stb_fixed_30s,s20541,s2054,1,30.0,
stb_fixed_30s,s20551,s2055,0,30.0,
stb_fixed_30s,s20551,s2055,1,30.0,
stb_fixed_30s,s20561,s2056,0,30.0,
stb_fixed_30s,s20571,s2057,0,30.0,
stb_fixed_30s,s20581,s2058,0,30.0,
stb_fixed_30s,s20581,s2058,1,30.0,
stb_fixed_30s,s20591,s2059,0,30.0,
stb_fixed_30s,s20591,s2059,1,30.0,
stb_fixed_30s,s20601,s2060,1,30.0,
stb_fixed_30s,s20611,s2061,1,30.0,
stb_fixed_30s,s20621,s2062,0,30.0,
stb_fixed_30s,s20621,s2062,1,30.0,
stb_fixed_30s,s20631,s2063,0,30.0,
stb_fixed_30s,s20641,s2064,0,30.0,
stb_fixed_30s,s20641,s2064,1,30.0,
stb_fixed_30s,s20651,s2065,0,30.0,
stb_fixed_30s,s30661,s3066,0,30.0,
stb_fixed_30s,s30661,s3066,1,30.0,
stb_fixed_30s,s30661,s3066,2,30.0,
stb_fixed_30s,s30671,s3067,0,30.0,
stb_fixed_30s,s30671,s3067,1,30.0,
stb_fixed_30s,s30681,s3068,0,30.0,
stb_fixed_30s,s30681,s3068,1,30.0,
stb_fixed_30s,s30681,s3068,2,30.0,
stb_fixed_30s,s30691,s3069,1,30.0,
stb_fixed_30s,s30691,s3069,2,30.0,
stb_fixed_30s,s30701,s3070,1,30.0,
stb_fixed_30s,s30701,s3070,2,30.0,
stb_fixed_30s,s30711,s3071,0,30.0,
stb_fixed_30s,s30711,s3071,1,30.0,
stb_fixed_30s,s30711,s3071,2,30.0,
stb_fixed_30s,s30721,s3072,0,30.0,
stb_fixed_30s,s30721,s3072,1,30.0,
stb_fixed_30s,s30731,s3073,1,30.0,
stb_fixed_30s,s30731,s3073,2,30.0,
stb_fixed_30s,s30732,s3073,1,30.0,
stb_fixed_30s,s30732,s3073,2,30.0,
stb_fixed_30s,s30741,s3074,0,30.0,
stb_fixed_30s,s30741,s3074,1,30.0,
stb_fixed_30s,s30741,s3074,2,30.0,
stb_fixed_30s,s30742,s3074,0,30.0,
stb_fixed_30s,s30742,s3074,1,30.0,
stb_fixed_30s,s30742,s3074,2,30.0,
stb_fixed_30s,s30751,s3075,0,30.0,
stb_fixed_30s,s30751,s3075,1,30.0,
stb_fixed_30s,s30751,s3075,2,30.0,
stb_fixed_30s,s30761,s3076,1,30.0,
stb_fixed_30s,s30761,s3076,2,30.0,
stb_fixed_30s,s30771,s3077,1,30.0,
stb_fixed_30s,s30771,s3077,2,30.0,
stb_fixed_30s,s30781,s3078,0,30.0,
stb_fixed_30s,s30781,s3078,1,30.0,
stb_fixed_30s,s30781,s3078,2,30.0,
stb_fixed_30s,s30791,s3079,1,30.0,
stb_fixed_30s,s30791,s3079,2,30.0,
stb_fixed_30s,s30801,s3080,2,30.0,
stb_fixed_60s,s20011,s2001,0,60.0,
stb_fixed_60s,s20011,s2001,1,60.0,
stb_fixed_60s,s20021,s2002,0,60.0,
stb_fixed_60s,s20021,s2002,1,60.0,
stb_fixed_60s,s20031,s2003,0,60.0,
stb_fixed_60s,s20031,s2003,1,60.0,
stb_fixed_60s,s20041,s2004,0,60.0,
stb_fixed_60s,s20041,s2004,1,60.0,
stb_fixed_60s,s20061,s2006,0,60.0,
stb_fixed_60s,s20071,s2007,0,60.0,
stb_fixed_60s,s20071,s2007,1,60.0,
stb_fixed_60s,s20081,s2008,0,60.0,
stb_fixed_60s,s20081,s2008,1,60.0,
stb_fixed_60s,s20091,s2009,0,60.0,
stb_fixed_60s,s20091,s2009,1,60.0,
stb_fixed_60s,s20101,s2010,0,60.0,
stb_fixed_60s,s20101,s2010,1,60.0,
stb_fixed_60s,s20111,s2011,0,60.0,
stb_fixed_60s,s20121,s2012,0,60.0,
stb_fixed_60s,s20131,s2013,0,60.0,
stb_fixed_60s,s20141,s2014,0,60.0,
stb_fixed_60s,s20141,s2014,1,60.0,
stb_fixed_60s,s20151,s2015,0,60.0,
stb_fixed_60s,s20151,s2015,1,60.0,
stb_fixed_60s,s20161,s2016,0,60.0,
stb_fixed_60s,s20161,s2016,1,60.0,
stb_fixed_60s,s20171,s2017,0,60.0,
stb_fixed_60s,s20171,s2017,1,60.0,
stb_fixed_60s,s20181,s2018,1,60.0,
stb_fixed_60s,s20191,s2019,0,60.0,
stb_fixed_60s,s20191,s2019,1,60.0,
stb_fixed_60s,s20201,s2020,0,60.0,
stb_fixed_60s,s20211,s2021,0,60.0,
stb_fixed_60s,s20211,s2021,1,60.0,
stb_fixed_60s,s20221,s2022,0,60.0,
stb_fixed_60s,s20231,s2023,0,60.0,
stb_fixed_60s,s20231,s2023,1,60.0,
stb_fixed_60s,s20241,s2024,0,60.0,
stb_fixed_60s,s20241,s2024,1,60.0,
stb_fixed_60s,s20251,s2025,1,60.0,
stb_fixed_60s,s20261,s2026,0,60.0,
stb_fixed_60s,s20261,s2026,1,60.0,
stb_fixed_60s,s20271,s2027,0,60.0,
stb_fixed_60s,s20271,s2027,1,60.0,
stb_fixed_60s,s20272,s2027,0,60.0,
stb_fixed_60s,s20272,s2027,1,60.0,
stb_fixed_60s,s20273,s2027,0,60.0,
stb_fixed_60s,s20273,s2027,1,60.0,
stb_fixed_60s,s20274,s2027,0,60.0,
stb_fixed_60s,s20274,s2027,1,60.0,
stb_fixed_60s,s20281,s2028,0,60.0,
stb_fixed_60s,s20291,s2029,0,60.0,
stb_fixed_60s,s20291,s2029,1,60.0,
stb_fixed_60s,s20301,s2030,0,60.0,
stb_fixed_60s,s20311,s2031,0,60.0,
stb_fixed_60s,s20311,s2031,1,60.0,
stb_fixed_60s,s20321,s2032,1,60.0,
stb_fixed_60s,s20331,s2033,0,60.0,
stb_fixed_60s,s20341,s2034,0,60.0,
stb_fixed_60s,s20351,s2035,0,60.0,
stb_fixed_60s,s20351,s2035,1,60.0,
stb_fixed_60s,s20361,s2036,0,60.0,
stb_fixed_60s,s20361,s2036,1,60.0,
stb_fixed_60s,s20371,s2037,0,60.0,
stb_fixed_60s,s20371,s2037,1,60.0,
stb_fixed_60s,s20381,s2038,0,60.0,
stb_fixed_60s,s20381,s2038,1,60.0,
stb_fixed_60s,s20391,s2039,0,60.0,
stb_fixed_60s,s20391,s2039,1,60.0,
stb_fixed_60s,s20401,s2040,0,60.0,
stb_fixed_60s,s20401,s2040,1,60.0,
stb_fixed_60s,s20411,s2041,0,60.0,
stb_fixed_60s,s20411,s2041,1,60.0,
stb_fixed_60s,s20421,s2042,1,60.0,
stb_fixed_60s,s20431,s2043,0,60.0,
stb_fixed_60s,s20431,s2043,1,60.0,
stb_fixed_60s,s20441,s2044,0,60.0,
stb_fixed_60s,s20441,s2044,1,60.0,
stb_fixed_60s,s20451,s2045,0,60.0,
stb_fixed_60s,s20451,s2045,1,60.0,
stb_fixed_60s,s20461,s2046,0,60.0,
stb_fixed_60s,s20461,s2046,1,60.0,
stb_fixed_60s,s20481,s2048,0,60.0,
stb_fixed_60s,s20491,s2049,0,60.0,
stb_fixed_60s,s20511,s2051,0,60.0,
stb_fixed_60s,s20511,s2051,1,60.0,
stb_fixed_60s,s20521,s2052,0,60.0,
stb_fixed_60s,s20541,s2054,0,60.0,
stb_fixed_60s,s20541,s2054,1,60.0,
stb_fixed_60s,s20551,s2055,0,60.0,
stb_fixed_60s,s20551,s2055,1,60.0,
stb_fixed_60s,s20561,s2056,0,60.0,
stb_fixed_60s,s20571,s2057,0,60.0,
stb_fixed_60s,s20581,s2058,0,60.0,
stb_fixed_60s,s20581,s2058,1,60.0,
stb_fixed_60s,s20591,s2059,0,60.0,
stb_fixed_60s,s20591,s2059,1,60.0,
stb_fixed_60s,s20601,s2060,1,60.0,
stb_fixed_60s,s20611,s2061,1,60.0,
stb_fixed_60s,s20621,s2062,0,60.0,
stb_fixed_60s,s20621,s2062,1,60.0,
stb_fixed_60s,s20631,s2063,0,60.0,
stb_fixed_60s,s20641,s2064,0,60.0,
stb_fixed_60s,s20641,s2064,1,60.0,
stb_fixed_60s,s20651,s2065,0,60.0,
stb_fixed_60s,s30661,s3066,0,60.0,
stb_fixed_60s,s30661,s3066,1,60.0,
stb_fixed_60s,s30661,s3066,2,60.0,
stb_fixed_60s,s30671,s3067,0,60.0,
stb_fixed_60s,s30671,s3067,1,60.0,
stb_fixed_60s,s30681,s3068,0,60.0,
stb_fixed_60s,s30681,s3068,1,60.0,
stb_fixed_60s,s30681,s3068,2,60.0,
stb_fixed_60s,s30691,s3069,1,60.0,
stb_fixed_60s,s30691,s3069,2,60.0,
stb_fixed_60s,s30701,s3070,1,60.0,
stb_fixed_60s,s30701,s3070,2,60.0,
stb_fixed_60s,s30711,s3071,0,60.0,
stb_fixed_60s,s30711,s3071,1,60.0,
stb_fixed_60s,s30711,s3071,2,60.0,
stb_fixed_60s,s30721,s3072,0,60.0,
stb_fixed_60s,s30721,s3072,1,60.0,
stb_fixed_60s,s30731,s3073,1,60.0,
stb_fixed_60s,s30731,s3073,2,60.0,
stb_fixed_60s,s30732,s3073,1,60.0,
stb_fixed_60s,s30732,s3073,2,60.0,
stb_fixed_60s,s30741,s3074,0,60.0,
stb_fixed_60s,s30741,s3074,1,60.0,
stb_fixed_60s,s30741,s3074,2,60.0,
stb_fixed_60s,s30742,s3074,0,60.0,
stb_fixed_60s,s30742,s3074,1,60.0,
stb_fixed_60s,s30742,s3074,2,60.0,
stb_fixed_60s,s30751,s3075,0,60.0,
stb_fixed_60s,s30751,s3075,1,60.0,
stb_fixed_60s,s30751,s3075,2,60.0,
stb_fixed_60s,s30761,s3076,1,60.0,
stb_fixed_60s,s30761,s3076,2,60.0,
stb_fixed_60s,s30771,s3077,1,60.0,
stb_fixed_60s,s30771,s3077,2,60.0,
stb_fixed_60s,s30781,s3078,0,60.0,
stb_fixed_60s,s30781,s3078,1,60.0,
stb_fixed_60s,s30781,s3078,2,60.0,
stb_fixed_60s,s30791,s3079,1,60.0,
stb_fixed_60s,s30791,s3079,2,60.0,
stb_fixed_60s,s30801,s3080,2,60.0,
stb_individualized,s20011,s2001,0,10.0,0.4785815886730079
stb_individualized,s20011,s2001,1,10.0,0.4415949961948825
stb_individualized,s20021,s2002,0,10.0,-0.1159802386554701
stb_individualized,s20021,s2002,1,10.0,-0.4749282423742424
stb_individualized,s20031,s2003,0,10.0,-0.0122036393072551
stb_individualized,s20031,s2003,1,10.0,-0.1390132870040256
stb_individualized,s20041,s2004,0,180.0,0.1051512592738342
stb_individualized,s20041,s2004,1,120.0,0.2255988275342877
stb_individualized,s20061,s2006,0,45.0,0.4523842346321592
stb_individualized,s20071,s2007,0,30.0,0.0698170877990782
stb_individualized,s20071,s2007,1,10.0,0.1176783336221998
stb_individualized,s20081,s2008,0,30.0,0.5296355757403384
stb_individualized,s20081,s2008,1,30.0,0.5792923974688001
stb_individualized,s20091,s2009,0,20.0,0.6777689630619106
stb_individualized,s20091,s2009,1,20.0,0.7614583926747931
stb_individualized,s20101,s2010,0,240.0,0.058401561161262
stb_individualized,s20101,s2010,1,240.0,-0.0116247850848453
stb_individualized,s20111,s2011,0,20.0,0.3916977491608002
stb_individualized,s20121,s2012,0,10.0,-0.7423573059489557
stb_individualized,s20131,s2013,0,60.0,0.6426203724063859
stb_individualized,s20141,s2014,0,10.0,0.1269711993869935
stb_individualized,s20141,s2014,1,45.0,0.3967840374705204
stb_individualized,s20151,s2015,1,20.0,-0.0973217713916888
stb_individualized,s20161,s2016,0,90.0,-0.1482154471139934
stb_individualized,s20161,s2016,1,180.0,0.0805771117458449
stb_individualized,s20171,s2017,0,10.0,0.3064861816210434
stb_individualized,s20171,s2017,1,10.0,0.4742556169812516
stb_individualized,s20181,s2018,1,45.0,0.5349391237523966
stb_individualized,s20191,s2019,0,10.0,0.0529670264053515
stb_individualized,s20191,s2019,1,10.0,0.0622268872113964
stb_individualized,s20201,s2020,0,45.0,0.4259539818898433
stb_individualized,s20211,s2021,0,30.0,0.5459181055013815
stb_individualized,s20211,s2021,1,30.0,0.6173022082310717
stb_individualized,s20221,s2022,0,150.0,-0.4652213247592415
stb_individualized,s20231,s2023,0,15.0,0.576830168421451
stb_individualized,s20231,s2023,1,20.0,0.720800947758881
stb_individualized,s20241,s2024,0,45.0,0.4920950987834307
stb_individualized,s20241,s2024,1,15.0,0.5144003816153973
stb_individualized,s20251,s2025,1,45.0,0.6440212614028384
stb_individualized,s20261,s2026,0,10.0,-0.1526288648402705
stb_individualized,s20261,s2026,1,10.0,-0.0889936982481745
stb_individualized,s20271,s2027,0,60.0,0.5418240471403133
stb_individualized,s20271,s2027,1,60.0,0.5641666090564323
stb_individualized,s20272,s2027,0,45.0,0.4863271739674973
stb_individualized,s20272,s2027,1,60.0,0.4519033384621144
stb_individualized,s20273,s2027,0,10.0,0.5049930143035585
stb_individualized,s20273,s2027,1,30.0,0.5844716819688559
stb_individualized,s20274,s2027,0,45.0,0.4927669507977474
stb_individualized,s20274,s2027,1,60.0,0.507019245507703
stb_individualized,s20281,s2028,0,300.0,0.1003825931917734
stb_individualized,s20291,s2029,0,10.0,-0.0285782865497172
stb_individualized,s20291,s2029,1,10.0,-0.3592076393824023
stb_individualized,s20301,s2030,0,10.0,-0.0360832055993703
stb_individualized,s20311,s2031,0,10.0,0.3026402911830708
stb_individualized,s20311,s2031,1,10.0,0.0793026310369932
stb_individualized,s20331,s2033,0,10.0,-2.476594162335548
stb_individualized,s20341,s2034,0,10.0,-0.2891099941838784
stb_individualized,s20351,s2035,0,30.0,0.109307489969579
stb_individualized,s20351,s2035,1,20.0,0.1637378364909217
stb_individualized,s20361,s2036,0,15.0,0.4375721208114299
stb_individualized,s20361,s2036,1,30.0,0.4996047913411261
stb_individualized,s20371,s2037,0,45.0,0.5302567432568188
stb_individualized,s20371,s2037,1,10.0,0.6637671942718367
stb_individualized,s20381,s2038,0,10.0,-1.615120959123029
stb_individualized,s20381,s2038,1,10.0,-1.311060719941319
stb_individualized,s20391,s2039,0,30.0,0.2335425967006753
stb_individualized,s20391,s2039,1,15.0,0.2026218326851835
stb_individualized,s20401,s2040,0,60.0,0.3453797627597144
stb_individualized,s20401,s2040,1,90.0,0.3325845677973151
stb_individualized,s20411,s2041,0,10.0,0.0036063974653542
stb_individualized,s20411,s2041,1,300.0,-0.016727237319138
stb_individualized,s20421,s2042,1,90.0,0.2330207032990387
stb_individualized,s20431,s2043,0,20.0,0.7171739944512272
stb_individualized,s20431,s2043,1,20.0,0.6275811644769465
stb_individualized,s20441,s2044,0,45.0,0.0407219698544588
stb_individualized,s20441,s2044,1,10.0,0.0807495405465018
stb_individualized,s20451,s2045,0,15.0,0.3460099567339202
stb_individualized,s20451,s2045,1,15.0,0.3940613388153696
stb_individualized,s20461,s2046,0,90.0,-0.5542881587213423
stb_individualized,s20461,s2046,1,10.0,-0.0526223860876075
stb_individualized,s20471,s2047,1,10.0,0.2921755280791703
stb_individualized,s20481,s2048,0,45.0,0.0074292054601118
stb_individualized,s20491,s2049,0,45.0,0.3553927175159072
stb_individualized,s20511,s2051,0,10.0,-0.5342824441839393
stb_individualized,s20511,s2051,1,10.0,-0.3747860337411091
stb_individualized,s20521,s2052,0,300.0,0.0619676854368932
stb_individualized,s20541,s2054,0,15.0,0.5431052983842057
stb_individualized,s20541,s2054,1,30.0,0.2733060660341909
stb_individualized,s20551,s2055,0,10.0,-0.3634422072837874
stb_individualized,s20551,s2055,1,10.0,-0.4425519660084642
stb_individualized,s20561,s2056,0,10.0,-0.0876125153016158
stb_individualized,s20571,s2057,0,10.0,-1.2191506079694157
stb_individualized,s20581,s2058,0,10.0,0.5768254505964616
stb_individualized,s20591,s2059,0,45.0,0.1352349619674163
stb_individualized,s20601,s2060,1,10.0,0.0841573826548941
stb_individualized,s20611,s2061,1,10.0,0.3894962339431034
stb_individualized,s20621,s2062,0,10.0,-0.293408331204234
stb_individualized,s20621,s2062,1,10.0,-0.2075214971079471
stb_individualized,s20631,s2063,0,10.0,0.5290861628323021
stb_individualized,s20641,s2064,0,45.0,0.4807250151518447
stb_individualized,s20641,s2064,1,30.0,0.4479196883244869
stb_individualized,s20651,s2065,0,10.0,-0.5008193607233935
stb_individualized,s30661,s3066,0,10.0,-1.0707958254713947
stb_individualized,s30661,s3066,1,10.0,-0.9780135541768544
stb_individualized,s30661,s3066,2,10.0,-0.612669889908242
stb_individualized,s30671,s3067,0,10.0,-0.1405520567636254
stb_individualized,s30671,s3067,1,10.0,-0.2207584083775514
stb_individualized,s30681,s3068,0,30.0,0.419014797618753
stb_individualized,s30681,s3068,1,20.0,0.2261651940728059
stb_individualized,s30681,s3068,2,30.0,0.2235983552601125
stb_individualized,s30691,s3069,1,45.0,-0.0210070814505294
stb_individualized,s30691,s3069,2,30.0,0.2294062475523449
stb_individualized,s30701,s3070,1,45.0,0.5711471019486809
stb_individualized,s30701,s3070,2,45.0,0.6388483123444576
stb_individualized,s30711,s3071,0,150.0,-0.028250710826127
stb_individualized,s30711,s3071,1,20.0,0.1885203673218378
stb_individualized,s30711,s3071,2,60.0,0.1144253808708443
stb_individualized,s30721,s3072,0,30.0,-0.2915949941562141
stb_individualized,s30721,s3072,1,30.0,-0.199162160254075
stb_individualized,s30731,s3073,1,10.0,0.5766731278390047
stb_individualized,s30731,s3073,2,10.0,0.5290188345993807
stb_individualized,s30732,s3073,1,30.0,0.4052711478402109
stb_individualized,s30732,s3073,2,30.0,0.2490771507700624
stb_individualized,s30741,s3074,0,15.0,0.3514852785545014
stb_individualized,s30741,s3074,1,10.0,0.4318604258249708
stb_individualized,s30741,s3074,2,10.0,0.2852319443100224
stb_individualized,s30742,s3074,0,10.0,0.2686957361522712
stb_individualized,s30742,s3074,1,10.0,0.3612829581447652
stb_individualized,s30742,s3074,2,10.0,0.219089685269983
stb_individualized,s30751,s3075,0,60.0,0.3997226371038972
stb_individualized,s30751,s3075,1,60.0,0.0554959716130631
stb_individualized,s30751,s3075,2,60.0,0.1956741088927485
stb_individualized,s30761,s3076,1,120.0,0.1831783701023061
stb_individualized,s30761,s3076,2,60.0,-0.0742938897196155
stb_individualized,s30771,s3077,1,300.0,-0.9112567647539608
stb_individualized,s30771,s3077,2,300.0,-0.9494324164373176
stb_individualized,s30781,s3078,0,10.0,-0.5205530612596632
stb_individualized,s30781,s3078,1,10.0,0.1956011832188236
stb_individualized,s30781,s3078,2,30.0,-0.5037506991457066
stb_individualized,s30791,s3079,1,150.0,0.2775551322403934
stb_individualized,s30791,s3079,2,90.0,0.4789074605815052
stb_individualized,s30801,s3080,2,30.0,-0.0151031530048298
