analysis_family,analysis_id,analysis_level,ci_lower,ci_upper,cluster_correction,contrast,direction,effect_estimate,episode_type,episodes,exposed,hr_subjects,independent_subjects,ischemic_subjects,landmark,method,model,multiplicity_family,n,observations,outcome,p_adjusted,p_value,reference,source,source_file,source_script,subgroup,subgroup_variable,weighting
LTST subgroup,ischemic_vs_hr_rate_dynamic_adjusted,,-6.971766843045732,5.920421589500682,,,,-0.5256726267725245,,1278.0,,,76.0,,,,,,,,mean_signed_resid_ms,,0.8713852757522025,,,revision_work/analysis/subgroup_effects.csv,src/revision_subgroups.py,ischemic_minus_hr,episode_label,
LTST subgroup,ischemic_vs_hr_rate_dynamic_adjusted,,-6.073037817165145,6.514411836944739,,,,0.2206870098897969,,1278.0,,,76.0,,,,,,,,median_signed_resid_ms,,0.9444971456686816,,,revision_work/analysis/subgroup_effects.csv,src/revision_subgroups.py,ischemic_minus_hr,episode_label,
LTST sensitivity,sta_individualized,,4.516291521148867,9.793430845050567,,ischemic_vs_baseline,,7.154861183099718,,1571.0,,,62.0,,,,,,,,mean_abs_resid_ms,,1.065047717557175e-06,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,sta_individualized,,0.4086565960560584,5.095093882993364,,hr_vs_baseline,,2.7518752395247112,,478.0,,,29.0,,,,,,,,mean_abs_resid_ms,,0.0229946415015121,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,sta_individualized,,1.482507402511282,10.448526972755708,,ischemic_vs_hr,,5.965517187633495,,2049.0,,,78.0,,,,,,,,mean_abs_resid_ms,,0.0097247119484996,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,sta_individualized,,-7.2130556303361235,0.9010023703746656,,ischemic_vs_baseline,,-3.156026629980729,,1571.0,,,62.0,,,,,,,,mean_signed_resid_ms,,0.1249912828836602,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,sta_individualized,,-5.090313566622118,2.388812547022627,,hr_vs_baseline,,-1.3507505097997454,,478.0,,,29.0,,,,,,,,mean_signed_resid_ms,,0.4655221399023686,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,sta_individualized,,-8.917225304848847,2.900095272856886,,ischemic_vs_hr,,-3.0085650159959805,,2049.0,,,78.0,,,,,,,,mean_signed_resid_ms,,0.3143073698383566,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_expanded_grid,,4.494006561458143,10.116617864133389,,ischemic_vs_baseline,,7.305312212795765,,1026.0,,,59.0,,,,,,,,mean_abs_resid_ms,,2.695548009043536e-06,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_expanded_grid,,1.78477466765049,6.528646024490913,,hr_vs_baseline,,4.156710346070701,,220.0,,,25.0,,,,,,,,mean_abs_resid_ms,,0.0013784320473552,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_expanded_grid,,-0.8832266723287132,9.593355833348514,,ischemic_vs_hr,,4.3550645805099,,1246.0,,,75.0,,,,,,,,mean_abs_resid_ms,,0.1013593374411316,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_expanded_grid,,-7.201068267290095,1.6555478383766131,,ischemic_vs_baseline,,-2.7727602144567407,,1026.0,,,59.0,,,,,,,,mean_signed_resid_ms,,0.2151022572995717,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_expanded_grid,,-5.576071846905453,0.8750120692693586,,hr_vs_baseline,,-2.3505298888180475,,220.0,,,25.0,,,,,,,,mean_signed_resid_ms,,0.1456250083428358,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_expanded_grid,,-7.18030590472864,7.302368534770781,,ischemic_vs_hr,,0.0610313150210704,,1246.0,,,75.0,,,,,,,,mean_signed_resid_ms,,0.9866323813938294,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_120s,,5.689108625540753,9.688477149927245,,ischemic_vs_baseline,,7.688792887733999,,810.0,,,58.0,,,,,,,,mean_abs_resid_ms,,2.1721539148695335e-10,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_120s,,3.2290866558692786,11.801252767055626,,hr_vs_baseline,,7.515169711462452,,157.0,,,25.0,,,,,,,,mean_abs_resid_ms,,0.0013718333079148,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_120s,,-2.9619132287959795,9.095794173837255,,ischemic_vs_hr,,3.0669404725206384,,967.0,,,74.0,,,,,,,,mean_abs_resid_ms,,0.3110039225191832,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_120s,,-9.684470530296338,-1.1214053052466832,,ischemic_vs_baseline,,-5.402937917771511,,810.0,,,58.0,,,,,,,,mean_signed_resid_ms,,0.0143054885961571,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_120s,,-15.726301494958117,-2.9742756037955718,,hr_vs_baseline,,-9.350288549376844,,157.0,,,25.0,,,,,,,,mean_signed_resid_ms,,0.0058242804421401,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_120s,,-8.406040333651008,8.710744303857203,,ischemic_vs_hr,,0.1523519851030972,,967.0,,,74.0,,,,,,,,mean_signed_resid_ms,,0.9716769341612196,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_180s,,6.323853673015146,10.665554369795826,,ischemic_vs_baseline,,8.494704021405486,,630.0,,,54.0,,,,,,,,mean_abs_resid_ms,,1.9534570253053166e-10,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_180s,,3.405168372959253,12.312683033992556,,hr_vs_baseline,,7.858925703475904,,130.0,,,22.0,,,,,,,,mean_abs_resid_ms,,0.0014274862768386,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_180s,,-4.875038556374342,8.15652920675604,,ischemic_vs_hr,,1.6407453251908493,,760.0,,,71.0,,,,,,,,mean_abs_resid_ms,,0.6132653630263819,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_180s,,-11.772767995875975,-3.2949798615545696,,ischemic_vs_baseline,,-7.533873928715273,,630.0,,,54.0,,,,,,,,mean_signed_resid_ms,,0.0007807941095721,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_180s,,-16.47443075914244,-3.609343202670832,,hr_vs_baseline,,-10.041886980906636,,130.0,,,22.0,,,,,,,,mean_signed_resid_ms,,0.0038627441007772,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_180s,,-11.64333865752705,6.036619481438405,,ischemic_vs_hr,,-2.803359588044322,,760.0,,,71.0,,,,,,,,mean_signed_resid_ms,,0.5264394586492794,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_30s,,4.32849265465822,10.749448892753316,,ischemic_vs_baseline,,7.538970773705768,,1117.0,,,61.0,,,,,,,,mean_abs_resid_ms,,1.5811544352674395e-05,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_30s,,1.024788884795222,7.202291298624929,,hr_vs_baseline,,4.113540091710076,,227.0,,,26.0,,,,,,,,mean_abs_resid_ms,,0.0110973328568948,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_30s,,-2.85893196025037,10.513126342779533,,ischemic_vs_hr,,3.827097191264581,,1344.0,,,77.0,,,,,,,,mean_abs_resid_ms,,0.2566357391399896,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_30s,,-8.74634575872956,0.3589178580352579,,ischemic_vs_baseline,,-4.193713950347152,,1117.0,,,61.0,,,,,,,,mean_signed_resid_ms,,0.0703296532493832,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_30s,,-6.885731973016365,2.4393526368444336,,hr_vs_baseline,,-2.2231896680859657,,227.0,,,26.0,,,,,,,,mean_signed_resid_ms,,0.3354951087470062,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_30s,,-10.247035053967329,7.316563255342336,,ischemic_vs_hr,,-1.4652358993124963,,1344.0,,,77.0,,,,,,,,mean_signed_resid_ms,,0.7399635862628025,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_60s,,4.499060832946675,9.495562719519183,,ischemic_vs_baseline,,6.997311776232929,,1038.0,,,60.0,,,,,,,,mean_abs_resid_ms,,5.798856339664594e-07,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_60s,,1.864994793771837,7.829660571086377,,hr_vs_baseline,,4.847327682429107,,198.0,,,25.0,,,,,,,,mean_abs_resid_ms,,0.0026357633954912,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_60s,,-0.9424593895305432,10.260681308902535,,ischemic_vs_hr,,4.6591109596859965,,1236.0,,,76.0,,,,,,,,mean_abs_resid_ms,,0.101485410171032,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_60s,,-8.868013031198428,-1.0886113272139988,,ischemic_vs_baseline,,-4.978312179206213,,1038.0,,,60.0,,,,,,,,mean_signed_resid_ms,,0.0130142749148717,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_60s,,-8.41587296915651,-0.2374209685748685,,hr_vs_baseline,,-4.326646968865689,,198.0,,,25.0,,,,,,,,mean_signed_resid_ms,,0.0389898689766636,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_fixed_60s,,-10.759955128674882,3.752250014293048,,ischemic_vs_hr,,-3.5038525571909167,,1236.0,,,76.0,,,,,,,,mean_signed_resid_ms,,0.3391066292041084,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_individualized,,4.615547351021146,10.732359011468796,,ischemic_vs_baseline,,7.67395318124497,,1060.0,,,60.0,,,,,,,,mean_abs_resid_ms,,5.051606756331477e-06,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_individualized,,2.091338445902402,7.058401857683192,,hr_vs_baseline,,4.574870151792797,,218.0,,,25.0,,,,,,,,mean_abs_resid_ms,,0.0008679559365893,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_individualized,,-0.732116768847666,10.463166064474668,,ischemic_vs_hr,,4.865524647813501,,1278.0,,,76.0,,,,,,,,mean_abs_resid_ms,,0.0872143506850246,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_individualized,,-7.838488778959284,1.3688870193060874,,ischemic_vs_baseline,,-3.234800879826598,,1060.0,,,60.0,,,,,,,,mean_signed_resid_ms,,0.1649666053453213,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_individualized,,-7.435340479476943,0.322617907242444,,hr_vs_baseline,,-3.5563612861172493,,218.0,,,25.0,,,,,,,,mean_signed_resid_ms,,0.0705830290954424,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stb_individualized,,-7.890504527682121,7.0813815903828745,,ischemic_vs_hr,,-0.4045614686496233,,1278.0,,,76.0,,,,,,,,mean_signed_resid_ms,,0.9145195102126226,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stc_individualized,,5.460246973347979,12.379949258011688,,ischemic_vs_baseline,,8.920098115679833,,824.0,,,58.0,,,,,,,,mean_abs_resid_ms,,3.217650446122843e-06,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stc_individualized,,2.2614111555925764,7.989210974799862,,hr_vs_baseline,,5.125311065196219,,109.0,,,22.0,,,,,,,,mean_abs_resid_ms,,0.001261269167587,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stc_individualized,,0.5772180215851543,12.138914245200668,,ischemic_vs_hr,,6.35806613339291,,933.0,,,75.0,,,,,,,,mean_abs_resid_ms,,0.0316575975172399,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stc_individualized,,-11.16359373484844,-0.4491472844944937,,ischemic_vs_baseline,,-5.806370509671467,,824.0,,,58.0,,,,,,,,mean_signed_resid_ms,,0.0341609738025748,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stc_individualized,,-10.73068992218348,-0.2527015815994904,,hr_vs_baseline,,-5.491695751891485,,109.0,,,22.0,,,,,,,,mean_signed_resid_ms,,0.0407876003460611,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
LTST sensitivity,stc_individualized,,-9.711034263980547,5.2874317358992124,,ischemic_vs_hr,,-2.211801264040667,,933.0,,,75.0,,,,,,,,mean_signed_resid_ms,,0.5584861966565314,,,revision_work/analysis/sensitivity_effects.csv,src/revision_residual_reanalysis.py,,,
EDB,EDB_001,subject_equal_weight,5.3183075964728825,13.581248524269416,,generic_st_episode_vs_baseline,,9.07106459990919,,200.0,,,48.0,,,,subject_mean_with_subject_bootstrap,,,,mean_abs_resid_ms,,9.999000099990002e-05,,,revision_work/analysis/edb_hierarchical_effects.csv,src/revision_edb_statistics.py,,,equal_subject
EDB,EDB_002,subject_equal_weight,6.147237028501048,15.193241555914248,,generic_st_episode_vs_baseline,,10.237594626588216,,200.0,,,48.0,,,,subject_mean_with_subject_bootstrap,,,,median_abs_resid_ms,,9.999000099990002e-05,,,revision_work/analysis/edb_hierarchical_effects.csv,src/revision_edb_statistics.py,,,equal_subject
EDB,EDB_003,subject_equal_weight,-15.550013571366437,-2.1641111900450936,,generic_st_episode_vs_baseline,,-8.646586242025244,,200.0,,,48.0,,,,subject_mean_with_subject_bootstrap,,,,mean_signed_resid_ms,,0.0100989901009899,,,revision_work/analysis/edb_hierarchical_effects.csv,src/revision_edb_statistics.py,,,equal_subject
EDB,EDB_004,subject_equal_weight,-15.98090525439482,-1.5933489664493612,,generic_st_episode_vs_baseline,,-8.54920923137342,,200.0,,,48.0,,,,subject_mean_with_subject_bootstrap,,,,median_signed_resid_ms,,0.0182981701829817,,,revision_work/analysis/edb_hierarchical_effects.csv,src/revision_edb_statistics.py,,,equal_subject
EDB,EDB_005,beat,3.786930008926642,11.54383173195428,CR1; t reference with G-1 df,generic_st_episode_vs_baseline,,7.665380870440461,,,ischemic,,48.0,,,,cluster_robust_wls,,,186620.0,abs_resid_ms,,0.000240256485395,matched_baseline,,revision_work/analysis/edb_hierarchical_effects.csv,src/revision_edb_statistics.py,,,unweighted
EDB,EDB_006,beat,3.873179166896087,11.368406125245846,CR1; t reference with G-1 df,generic_st_episode_vs_baseline,,7.620792646070966,,,ischemic,,48.0,,,,cluster_robust_wls,,,186620.0,abs_resid_ms,,0.000167172920706,matched_baseline,,revision_work/analysis/edb_hierarchical_effects.csv,src/revision_edb_statistics.py,,,inverse_qt_variance
EDB,EDB_007,beat,-12.359838377612276,1.7065653029481958,CR1; t reference with G-1 df,generic_st_episode_vs_baseline,,-5.32663653733204,,,ischemic,,48.0,,,,cluster_robust_wls,,,186620.0,resid_ms,,0.1343087109826013,matched_baseline,,revision_work/analysis/edb_hierarchical_effects.csv,src/revision_edb_statistics.py,,,unweighted
EDB,EDB_008,beat,-12.182716601710572,2.151995853592465,CR1; t reference with G-1 df,generic_st_episode_vs_baseline,,-5.015360374059053,,,ischemic,,48.0,,,,cluster_robust_wls,,,186620.0,resid_ms,,0.1657949842736231,matched_baseline,,revision_work/analysis/edb_hierarchical_effects.csv,src/revision_edb_statistics.py,,,inverse_qt_variance
direct QT accuracy/covariance,QTACC_001,annotated_beat,,,,,,23.890512139595987,,,,,,,,,same_protocol_validation,,391.0,391.0,qt_mae_ms,,,,same_protocol_validation,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_002,annotated_beat,,,,,,29.517652570344584,,,,,,,,,fully_held_out_annotator_1,,487.0,487.0,qt_mae_ms,,,,fully_held_out_annotator_1,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_003,annotated_beat,,,,,,24.77522847189832,,,,,,,,,fully_held_out_annotator_2,,402.0,402.0,qt_mae_ms,,,,fully_held_out_annotator_2,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_004,annotated_beat,,,,,,18.00543212890625,,,,,,,,,same_protocol_validation,,391.0,391.0,qt_median_ae_ms,,,,same_protocol_validation,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_005,annotated_beat,,,,,,21.6976318359375,,,,,,,,,fully_held_out_annotator_1,,487.0,487.0,qt_median_ae_ms,,,,fully_held_out_annotator_1,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_006,annotated_beat,,,,,,20.959991455078125,,,,,,,,,fully_held_out_annotator_2,,402.0,402.0,qt_median_ae_ms,,,,fully_held_out_annotator_2,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_007,annotated_beat,,,,,,-3.484944609424952,,,,,,,,,same_protocol_validation,,391.0,391.0,qt_bias_ms,,,,same_protocol_validation,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_008,annotated_beat,,,,,,3.282365677537859,,,,,,,,,fully_held_out_annotator_1,,487.0,487.0,qt_bias_ms,,,,fully_held_out_annotator_1,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_009,annotated_beat,,,,,,-7.311746018442942,,,,,,,,,fully_held_out_annotator_2,,402.0,402.0,qt_bias_ms,,,,fully_held_out_annotator_2,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_010,annotated_beat,,,,,,30.95991853589064,,,,,,,,,same_protocol_validation,,391.0,391.0,qt_rmse_ms,,,,same_protocol_validation,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_011,annotated_beat,,,,,,39.17383428759895,,,,,,,,,fully_held_out_annotator_1,,487.0,487.0,qt_rmse_ms,,,,fully_held_out_annotator_1,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_012,annotated_beat,,,,,,36.2486416898722,,,,,,,,,fully_held_out_annotator_2,,402.0,402.0,qt_rmse_ms,,,,fully_held_out_annotator_2,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_013,annotated_beat,,,,,,158.99349098112808,,,,,,,,,same_protocol_validation,,391.0,391.0,qrs_t_error_covariance_ms2,,,,same_protocol_validation,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_014,annotated_beat,,,,,,1068.5483502912898,,,,,,,,,fully_held_out_annotator_1,,487.0,487.0,qrs_t_error_covariance_ms2,,,,fully_held_out_annotator_1,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_015,annotated_beat,,,,,,163.34315038802248,,,,,,,,,fully_held_out_annotator_2,,402.0,402.0,qrs_t_error_covariance_ms2,,,,fully_held_out_annotator_2,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_016,annotated_beat,,,,,,0.3805509895232012,,,,,,,,,same_protocol_validation,,391.0,391.0,qrs_t_error_correlation,,,,same_protocol_validation,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_017,annotated_beat,,,,,,0.7182645785883657,,,,,,,,,fully_held_out_annotator_1,,487.0,487.0,qrs_t_error_correlation,,,,fully_held_out_annotator_1,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_018,annotated_beat,,,,,,0.2491245847066664,,,,,,,,,fully_held_out_annotator_2,,402.0,402.0,qrs_t_error_correlation,,,,fully_held_out_annotator_2,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_019,annotated_beat,,,,,,0.3536775892439397,,,,,,,,,same_protocol_validation,,391.0,391.0,standardized_error_correlation,,,,same_protocol_validation,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_020,annotated_beat,,,,,,0.6981906555831414,,,,,,,,,fully_held_out_annotator_1,,487.0,487.0,standardized_error_correlation,,,,fully_held_out_annotator_1,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_021,annotated_beat,,,,,,0.2546520281534415,,,,,,,,,fully_held_out_annotator_2,,402.0,402.0,standardized_error_correlation,,,,fully_held_out_annotator_2,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_022,annotated_beat,,,,,,0.3536775892439397,,,,,,,,,same_protocol_validation,,391.0,391.0,calibration_standardized_correlation_used,,,,same_protocol_validation,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_023,annotated_beat,,,,,,0.3536775892439397,,,,,,,,,fully_held_out_annotator_1,,487.0,487.0,calibration_standardized_correlation_used,,,,fully_held_out_annotator_1,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_024,annotated_beat,,,,,,0.3536775892439397,,,,,,,,,fully_held_out_annotator_2,,402.0,402.0,calibration_standardized_correlation_used,,,,fully_held_out_annotator_2,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_025,annotated_beat,,,,,,33.30794527119361,,,,,,,,,same_protocol_validation,,391.0,391.0,mean_qt_sigma_independence_ms,,,,same_protocol_validation,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_026,annotated_beat,,,,,,33.79976724428616,,,,,,,,,fully_held_out_annotator_1,,487.0,487.0,mean_qt_sigma_independence_ms,,,,fully_held_out_annotator_1,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_027,annotated_beat,,,,,,33.42451240217057,,,,,,,,,fully_held_out_annotator_2,,402.0,402.0,mean_qt_sigma_independence_ms,,,,fully_held_out_annotator_2,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_028,annotated_beat,,,,,,28.051736486493517,,,,,,,,,same_protocol_validation,,391.0,391.0,mean_qt_sigma_covariance_aware_ms,,,,same_protocol_validation,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_029,annotated_beat,,,,,,28.45999116420378,,,,,,,,,fully_held_out_annotator_1,,487.0,487.0,mean_qt_sigma_covariance_aware_ms,,,,fully_held_out_annotator_1,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT accuracy/covariance,QTACC_030,annotated_beat,,,,,,28.12840927167906,,,,,,,,,fully_held_out_annotator_2,,402.0,402.0,mean_qt_sigma_covariance_aware_ms,,,,fully_held_out_annotator_2,revision_work/analysis/direct_qt_accuracy_covariance.csv,src/revision_qt_uncertainty.py,,,
direct QT prediction interval coverage,QTPICP_001,annotated_beat,,,,,,0.5703324808184144,,,,,,,,independence,same_protocol_validation; independence,,391.0,391.0,picp_50,,,,same_protocol_validation,revision_work/analysis/direct_qt_picp.csv,src/revision_qt_uncertainty.py,,,
direct QT prediction interval coverage,QTPICP_002,annotated_beat,,,,,,0.5089514066496164,,,,,,,,covariance_aware,same_protocol_validation; covariance_aware,,391.0,391.0,picp_50,,,,same_protocol_validation,revision_work/analysis/direct_qt_picp.csv,src/revision_qt_uncertainty.py,,,
direct QT prediction interval coverage,QTPICP_003,annotated_beat,,,,,,0.5051334702258727,,,,,,,,independence,fully_held_out_annotator_1; independence,,487.0,487.0,picp_50,,,,fully_held_out_annotator_1,revision_work/analysis/direct_qt_picp.csv,src/revision_qt_uncertainty.py,,,
direct QT prediction interval coverage,QTPICP_004,annotated_beat,,,,,,0.4455852156057495,,,,,,,,covariance_aware,fully_held_out_annotator_1; covariance_aware,,487.0,487.0,picp_50,,,,fully_held_out_annotator_1,revision_work/analysis/direct_qt_picp.csv,src/revision_qt_uncertainty.py,,,
direct QT prediction interval coverage,QTPICP_005,annotated_beat,,,,,,0.5522388059701493,,,,,,,,independence,fully_held_out_annotator_2; independence,,402.0,402.0,picp_50,,,,fully_held_out_annotator_2,revision_work/analysis/direct_qt_picp.csv,src/revision_qt_uncertainty.py,,,
direct QT prediction interval coverage,QTPICP_006,annotated_beat,,,,,,0.4751243781094527,,,,,,,,covariance_aware,fully_held_out_annotator_2; covariance_aware,,402.0,402.0,picp_50,,,,fully_held_out_annotator_2,revision_work/analysis/direct_qt_picp.csv,src/revision_qt_uncertainty.py,,,
direct QT prediction interval coverage,QTPICP_007,annotated_beat,,,,,,0.7416879795396419,,,,,,,,independence,same_protocol_validation; independence,,391.0,391.0,picp_68,,,,same_protocol_validation,revision_work/analysis/direct_qt_picp.csv,src/revision_qt_uncertainty.py,,,
direct QT prediction interval coverage,QTPICP_008,annotated_beat,,,,,,0.649616368286445,,,,,,,,covariance_aware,same_protocol_validation; covariance_aware,,391.0,391.0,picp_68,,,,same_protocol_validation,revision_work/analysis/direct_qt_picp.csv,src/revision_qt_uncertainty.py,,,
